,local_filepath,filename,label,xmin,xmax,ymin,ymax,pipe_id,dt,side,passnum,cam,video_name,frame
90,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153905_BOX_1_0_227_black_tape.png,1000_20240515153905_BOX_1_0_227_black_tape.png,black_tape,2168,2576,1826,2135,1000,20240515153905,BOX,1,0,1000_20240515153905_BOX_1_0_227_black_tape.png,227
91,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153914_BOX_1_0_200_leaf.png,1000_20240515153914_BOX_1_0_200_leaf.png,leaf,1141,1148,2486,2486,1000,20240515153914,BOX,1,0,1000_20240515153914_BOX_1_0_200_leaf.png,200
92,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153922_BOX_1_0_230_black_tape.png,1000_20240515153922_BOX_1_0_230_black_tape.png,black_tape,2338,2360,2118,2135,1000,20240515153922,BOX,1,0,1000_20240515153922_BOX_1_0_230_black_tape.png,230
93,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153931_BOX_1_0_241_blue_tape.png,1000_20240515153931_BOX_1_0_241_blue_tape.png,blue_tape,81,453,1985,2276,1000,20240515153931,BOX,1,0,1000_20240515153931_BOX_1_0_241_blue_tape.png,241
94,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153940_BOX_1_0_244_blue_tape.png,1000_20240515153940_BOX_1_0_244_blue_tape.png,blue_tape,250,622,1959,2251,1000,20240515153940,BOX,1,0,1000_20240515153940_BOX_1_0_244_blue_tape.png,244
95,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153950_BOX_1_0_5_blue_tape.png,1000_20240515153950_BOX_1_0_5_blue_tape.png,blue_tape,1593,1994,997,1324,1000,20240515153950,BOX,1,0,1000_20240515153950_BOX_1_0_5_blue_tape.png,5
96,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153959_BOX_1_0_14_blue_tape.png,1000_20240515153959_BOX_1_0_14_blue_tape.png,blue_tape,1952,2353,946,1273,1000,20240515153959,BOX,1,0,1000_20240515153959_BOX_1_0_14_blue_tape.png,14
97,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154006_BOX_1_0_21_blue_tape.png,1000_20240515154006_BOX_1_0_21_blue_tape.png,blue_tape,2173,2574,808,1135,1000,20240515154006,BOX,1,0,1000_20240515154006_BOX_1_0_21_blue_tape.png,21
98,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154014_BOX_1_0_21_leaf.png,1000_20240515154014_BOX_1_0_21_leaf.png,leaf,0,288,2174,2396,1000,20240515154014,BOX,1,0,1000_20240515154014_BOX_1_0_21_leaf.png,21
99,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154021_BOX_1_0_27_leaf.png,1000_20240515154021_BOX_1_0_27_leaf.png,leaf,301,626,2235,2457,1000,20240515154021,BOX,1,0,1000_20240515154021_BOX_1_0_27_leaf.png,27
100,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154029_BOX_1_0_35_leaf.png,1000_20240515154029_BOX_1_0_35_leaf.png,leaf,757,1081,2276,2498,1000,20240515154029,BOX,1,0,1000_20240515154029_BOX_1_0_35_leaf.png,35
101,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154037_BOX_1_0_44_leaf.png,1000_20240515154037_BOX_1_0_44_leaf.png,leaf,1340,1665,2276,2498,1000,20240515154037,BOX,1,0,1000_20240515154037_BOX_1_0_44_leaf.png,44
102,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154045_BOX_1_0_52_leaf.png,1000_20240515154045_BOX_1_0_52_leaf.png,leaf,1882,2207,2241,2462,1000,20240515154045,BOX,1,0,1000_20240515154045_BOX_1_0_52_leaf.png,52
103,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154053_BOX_1_0_58_leaf.png,1000_20240515154053_BOX_1_0_58_leaf.png,leaf,2225,2550,2154,2375,1000,20240515154053,BOX,1,0,1000_20240515154053_BOX_1_0_58_leaf.png,58
104,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154101_BOX_1_0_60_leaf.png,1000_20240515154101_BOX_1_0_60_leaf.png,leaf,2227,2551,2128,2350,1000,20240515154101,BOX,1,0,1000_20240515154101_BOX_1_0_60_leaf.png,60
105,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154114_BOX_1_0_62_black_tape.png,1000_20240515154114_BOX_1_0_62_black_tape.png,black_tape,12,326,1391,1712,1000,20240515154114,BOX,1,0,1000_20240515154114_BOX_1_0_62_black_tape.png,62
106,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154122_BOX_1_0_69_black_tape.png,1000_20240515154122_BOX_1_0_69_black_tape.png,black_tape,365,679,1488,1809,1000,20240515154122,BOX,1,0,1000_20240515154122_BOX_1_0_69_black_tape.png,69
107,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154130_BOX_1_0_74_black_tape.png,1000_20240515154130_BOX_1_0_74_black_tape.png,black_tape,657,971,1524,1845,1000,20240515154130,BOX,1,0,1000_20240515154130_BOX_1_0_74_black_tape.png,74
108,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154138_BOX_1_0_81_black_tape.png,1000_20240515154138_BOX_1_0_81_black_tape.png,black_tape,1092,1405,1535,1855,1000,20240515154138,BOX,1,0,1000_20240515154138_BOX_1_0_81_black_tape.png,81
109,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154147_BOX_1_0_90_black_tape.png,1000_20240515154147_BOX_1_0_90_black_tape.png,black_tape,1588,1902,1509,1830,1000,20240515154147,BOX,1,0,1000_20240515154147_BOX_1_0_90_black_tape.png,90
110,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154155_BOX_1_0_98_black_tape.png,1000_20240515154155_BOX_1_0_98_black_tape.png,black_tape,2069,2383,1422,1743,1000,20240515154155,BOX,1,0,1000_20240515154155_BOX_1_0_98_black_tape.png,98
111,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154203_BOX_1_0_102_black_tape.png,1000_20240515154203_BOX_1_0_102_black_tape.png,black_tape,2234,2548,1345,1666,1000,20240515154203,BOX,1,0,1000_20240515154203_BOX_1_0_102_black_tape.png,102
112,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154211_BOX_1_0_64_leaf.png,1000_20240515154211_BOX_1_0_64_leaf.png,leaf,2,294,1222,1380,1000,20240515154211,BOX,1,0,1000_20240515154211_BOX_1_0_64_leaf.png,64
113,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154220_BOX_1_0_69_leaf.png,1000_20240515154220_BOX_1_0_69_leaf.png,leaf,207,498,1279,1477,1000,20240515154220,BOX,1,0,1000_20240515154220_BOX_1_0_69_leaf.png,69
114,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154229_BOX_1_0_74_leaf.png,1000_20240515154229_BOX_1_0_74_leaf.png,leaf,478,770,1325,1523,1000,20240515154229,BOX,1,0,1000_20240515154229_BOX_1_0_74_leaf.png,74
115,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154237_BOX_1_0_81_leaf.png,1000_20240515154237_BOX_1_0_81_leaf.png,leaf,851,1143,1355,1554,1000,20240515154237,BOX,1,0,1000_20240515154237_BOX_1_0_81_leaf.png,81
116,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154245_BOX_1_0_90_leaf.png,1000_20240515154245_BOX_1_0_90_leaf.png,leaf,1312,1604,1361,1559,1000,20240515154245,BOX,1,0,1000_20240515154245_BOX_1_0_90_leaf.png,90
117,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154253_BOX_1_0_98_leaf.png,1000_20240515154253_BOX_1_0_98_leaf.png,leaf,1783,2074,1304,1503,1000,20240515154253,BOX,1,0,1000_20240515154253_BOX_1_0_98_leaf.png,98
118,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154301_BOX_1_0_102_leaf.png,1000_20240515154301_BOX_1_0_102_leaf.png,leaf,1992,2284,1248,1446,1000,20240515154301,BOX,1,0,1000_20240515154301_BOX_1_0_102_leaf.png,102
119,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154310_BOX_1_0_105_leaf.png,1000_20240515154310_BOX_1_0_105_leaf.png,leaf,2105,2397,1228,1426,1000,20240515154310,BOX,1,0,1000_20240515154310_BOX_1_0_105_leaf.png,105
120,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154318_BOX_1_0_107_leaf.png,1000_20240515154318_BOX_1_0_107_leaf.png,leaf,2197,2489,1181,1380,1000,20240515154318,BOX,1,0,1000_20240515154318_BOX_1_0_107_leaf.png,107
121,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154326_BOX_1_0_109_leaf.png,1000_20240515154326_BOX_1_0_109_leaf.png,leaf,2250,2542,1146,1344,1000,20240515154326,BOX,1,0,1000_20240515154326_BOX_1_0_109_leaf.png,109
122,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154334_BOX_1_0_49_black_tape.png,1000_20240515154334_BOX_1_0_49_black_tape.png,black_tape,33,295,654,923,1000,20240515154334,BOX,1,0,1000_20240515154334_BOX_1_0_49_black_tape.png,49
123,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154342_BOX_1_0_54_black_tape.png,1000_20240515154342_BOX_1_0_54_black_tape.png,black_tape,243,505,721,989,1000,20240515154342,BOX,1,0,1000_20240515154342_BOX_1_0_54_black_tape.png,54
124,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154350_BOX_1_0_60_black_tape.png,1000_20240515154350_BOX_1_0_60_black_tape.png,black_tape,427,689,782,1051,1000,20240515154350,BOX,1,0,1000_20240515154350_BOX_1_0_60_black_tape.png,60
125,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154359_BOX_1_0_62_black_tape.png,1000_20240515154359_BOX_1_0_62_black_tape.png,black_tape,529,792,787,1056,1000,20240515154359,BOX,1,0,1000_20240515154359_BOX_1_0_62_black_tape.png,62
126,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154412_BOX_1_0_70_black_tape.png,1000_20240515154412_BOX_1_0_70_black_tape.png,black_tape,877,1140,844,1112,1000,20240515154412,BOX,1,0,1000_20240515154412_BOX_1_0_70_black_tape.png,70
127,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154420_BOX_1_0_76_black_tape.png,1000_20240515154420_BOX_1_0_76_black_tape.png,black_tape,1112,1375,854,1122,1000,20240515154420,BOX,1,0,1000_20240515154420_BOX_1_0_76_black_tape.png,76
128,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154428_BOX_1_0_81_black_tape.png,1000_20240515154428_BOX_1_0_81_black_tape.png,black_tape,1358,1620,859,1127,1000,20240515154428,BOX,1,0,1000_20240515154428_BOX_1_0_81_black_tape.png,81
129,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154436_BOX_1_0_90_black_tape.png,1000_20240515154436_BOX_1_0_90_black_tape.png,black_tape,1701,1963,793,1061,1000,20240515154436,BOX,1,0,1000_20240515154436_BOX_1_0_90_black_tape.png,90
130,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154444_BOX_1_0_98_black_tape.png,1000_20240515154444_BOX_1_0_98_black_tape.png,black_tape,2033,2296,675,943,1000,20240515154444,BOX,1,0,1000_20240515154444_BOX_1_0_98_black_tape.png,98
131,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154453_BOX_1_0_102_black_tape.png,1000_20240515154453_BOX_1_0_102_black_tape.png,black_tape,2192,2454,629,897,1000,20240515154453,BOX,1,0,1000_20240515154453_BOX_1_0_102_black_tape.png,102
132,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154501_BOX_1_0_105_black_tape.png,1000_20240515154501_BOX_1_0_105_black_tape.png,black_tape,2270,2533,624,892,1000,20240515154501,BOX,1,0,1000_20240515154501_BOX_1_0_105_black_tape.png,105
133,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154509_BOX_1_0_111_leaf.png,1000_20240515154509_BOX_1_0_111_leaf.png,leaf,1481,1488,2276,2276,1000,20240515154509,BOX,1,0,1000_20240515154509_BOX_1_0_111_leaf.png,111
134,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154518_BOX_1_0_83_leaf.png,1000_20240515154518_BOX_1_0_83_leaf.png,leaf,12,173,649,818,1000,20240515154518,BOX,1,0,1000_20240515154518_BOX_1_0_83_leaf.png,83
135,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154526_BOX_1_0_88_leaf.png,1000_20240515154526_BOX_1_0_88_leaf.png,leaf,171,360,721,890,1000,20240515154526,BOX,1,0,1000_20240515154526_BOX_1_0_88_leaf.png,88
136,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154535_BOX_1_0_95_leaf.png,1000_20240515154535_BOX_1_0_95_leaf.png,leaf,457,647,808,977,1000,20240515154535,BOX,1,0,1000_20240515154535_BOX_1_0_95_leaf.png,95
137,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154543_BOX_1_0_102_leaf.png,1000_20240515154543_BOX_1_0_102_leaf.png,leaf,749,939,864,1033,1000,20240515154543,BOX,1,0,1000_20240515154543_BOX_1_0_102_leaf.png,102
138,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154551_BOX_1_0_111_leaf.png,1000_20240515154551_BOX_1_0_111_leaf.png,leaf,1143,1333,874,1044,1000,20240515154551,BOX,1,0,1000_20240515154551_BOX_1_0_111_leaf.png,111
139,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154600_BOX_1_0_122_leaf.png,1000_20240515154600_BOX_1_0_122_leaf.png,leaf,1496,1708,828,998,1000,20240515154600,BOX,1,0,1000_20240515154600_BOX_1_0_122_leaf.png,122
140,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154609_BOX_1_0_131_leaf.png,1000_20240515154609_BOX_1_0_131_leaf.png,leaf,1839,2050,787,957,1000,20240515154609,BOX,1,0,1000_20240515154609_BOX_1_0_131_leaf.png,131
141,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154617_BOX_1_0_138_leaf.png,1000_20240515154617_BOX_1_0_138_leaf.png,leaf,2125,2337,685,854,1000,20240515154617,BOX,1,0,1000_20240515154617_BOX_1_0_138_leaf.png,138
142,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154626_BOX_1_0_145_leaf.png,1000_20240515154626_BOX_1_0_145_leaf.png,leaf,2306,2518,573,742,1000,20240515154626,BOX,1,0,1000_20240515154626_BOX_1_0_145_leaf.png,145
143,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154634_BOX_1_0_128_gum.png,1000_20240515154634_BOX_1_0_128_gum.png,gum,0,346,1678,1952,1000,20240515154634,BOX,1,0,1000_20240515154634_BOX_1_0_128_gum.png,128
144,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154646_BOX_1_0_131_gum.png,1000_20240515154646_BOX_1_0_131_gum.png,gum,35,600,1673,1999,1000,20240515154646,BOX,1,0,1000_20240515154646_BOX_1_0_131_gum.png,131
145,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154655_BOX_1_0_141_gum.png,1000_20240515154655_BOX_1_0_141_gum.png,gum,619,1184,1780,2107,1000,20240515154655,BOX,1,0,1000_20240515154655_BOX_1_0_141_gum.png,141
146,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154704_BOX_1_0_151_gum.png,1000_20240515154704_BOX_1_0_151_gum.png,gum,1279,1844,1780,2107,1000,20240515154704,BOX,1,0,1000_20240515154704_BOX_1_0_151_gum.png,151
147,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154713_BOX_1_0_160_gum.png,1000_20240515154713_BOX_1_0_160_gum.png,gum,1811,2376,1703,2030,1000,20240515154713,BOX,1,0,1000_20240515154713_BOX_1_0_160_gum.png,160
148,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154721_BOX_1_0_165_gum.png,1000_20240515154721_BOX_1_0_165_gum.png,gum,2058,2623,1632,1958,1000,20240515154721,BOX,1,0,1000_20240515154721_BOX_1_0_165_gum.png,165
149,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154730_BOX_1_0_166_gum.png,1000_20240515154730_BOX_1_0_166_gum.png,gum,2191,2567,1632,1958,1000,20240515154730,BOX,1,0,1000_20240515154730_BOX_1_0_166_gum.png,166
150,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154742_BOX_1_0_168_gum.png,1000_20240515154742_BOX_1_0_168_gum.png,gum,2242,2545,1596,1923,1000,20240515154742,BOX,1,0,1000_20240515154742_BOX_1_0_168_gum.png,168
151,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154753_BOX_1_0_173_black_tape.png,1000_20240515154753_BOX_1_0_173_black_tape.png,black_tape,0,185,752,932,1000,20240515154753,BOX,1,0,1000_20240515154753_BOX_1_0_173_black_tape.png,173
152,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154805_BOX_1_0_175_black_tape.png,1000_20240515154805_BOX_1_0_175_black_tape.png,black_tape,0,288,757,984,1000,20240515154805,BOX,1,0,1000_20240515154805_BOX_1_0_175_black_tape.png,175
153,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154813_BOX_1_0_181_black_tape.png,1000_20240515154813_BOX_1_0_181_black_tape.png,black_tape,266,554,823,1051,1000,20240515154813,BOX,1,0,1000_20240515154813_BOX_1_0_181_black_tape.png,181
154,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154826_BOX_1_0_183_black_tape.png,1000_20240515154826_BOX_1_0_183_black_tape.png,black_tape,368,656,844,1071,1000,20240515154826,BOX,1,0,1000_20240515154826_BOX_1_0_183_black_tape.png,183
155,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154834_BOX_1_0_188_black_tape.png,1000_20240515154834_BOX_1_0_188_black_tape.png,black_tape,588,876,885,1112,1000,20240515154834,BOX,1,0,1000_20240515154834_BOX_1_0_188_black_tape.png,188
156,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154842_BOX_1_0_195_black_tape.png,1000_20240515154842_BOX_1_0_195_black_tape.png,black_tape,905,1193,920,1148,1000,20240515154842,BOX,1,0,1000_20240515154842_BOX_1_0_195_black_tape.png,195
157,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154851_BOX_1_0_202_black_tape.png,1000_20240515154851_BOX_1_0_202_black_tape.png,black_tape,1212,1500,915,1143,1000,20240515154851,BOX,1,0,1000_20240515154851_BOX_1_0_202_black_tape.png,202
158,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154859_BOX_1_0_211_black_tape.png,1000_20240515154859_BOX_1_0_211_black_tape.png,black_tape,1591,1879,864,1092,1000,20240515154859,BOX,1,0,1000_20240515154859_BOX_1_0_211_black_tape.png,211
159,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154908_BOX_1_0_215_black_tape.png,1000_20240515154908_BOX_1_0_215_black_tape.png,black_tape,1785,2073,859,1087,1000,20240515154908,BOX,1,0,1000_20240515154908_BOX_1_0_215_black_tape.png,215
160,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154920_BOX_1_0_218_black_tape.png,1000_20240515154920_BOX_1_0_218_black_tape.png,black_tape,1898,2186,813,1041,1000,20240515154920,BOX,1,0,1000_20240515154920_BOX_1_0_218_black_tape.png,218
161,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154929_BOX_1_0_224_black_tape.png,1000_20240515154929_BOX_1_0_224_black_tape.png,black_tape,2149,2437,736,964,1000,20240515154929,BOX,1,0,1000_20240515154929_BOX_1_0_224_black_tape.png,224
162,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154937_BOX_1_0_229_black_tape.png,1000_20240515154937_BOX_1_0_229_black_tape.png,black_tape,2252,2540,660,887,1000,20240515154937,BOX,1,0,1000_20240515154937_BOX_1_0_229_black_tape.png,229
163,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154946_BOX_1_0_231_black_tape.png,1000_20240515154946_BOX_1_0_231_black_tape.png,black_tape,2329,2508,660,875,1000,20240515154946,BOX,1,0,1000_20240515154946_BOX_1_0_231_black_tape.png,231
164,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515154954_BOX_1_0_180_gum.png,1000_20240515154954_BOX_1_0_180_gum.png,gum,0,200,2256,2513,1000,20240515154954,BOX,1,0,1000_20240515154954_BOX_1_0_180_gum.png,180
165,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155003_BOX_1_0_183_gum.png,1000_20240515155003_BOX_1_0_183_gum.png,gum,97,465,2261,2553,1000,20240515155003,BOX,1,0,1000_20240515155003_BOX_1_0_183_gum.png,183
166,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155011_BOX_1_0_188_gum.png,1000_20240515155011_BOX_1_0_188_gum.png,gum,419,787,2333,2624,1000,20240515155011,BOX,1,0,1000_20240515155011_BOX_1_0_188_gum.png,188
167,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155020_BOX_1_0_195_gum.png,1000_20240515155020_BOX_1_0_195_gum.png,gum,926,1294,2374,2665,1000,20240515155020,BOX,1,0,1000_20240515155020_BOX_1_0_195_gum.png,195
168,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155028_BOX_1_0_202_gum.png,1000_20240515155028_BOX_1_0_202_gum.png,gum,1386,1754,2348,2640,1000,20240515155028,BOX,1,0,1000_20240515155028_BOX_1_0_202_gum.png,202
169,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155036_BOX_1_0_211_gum.png,1000_20240515155036_BOX_1_0_211_gum.png,gum,1969,2338,2287,2578,1000,20240515155036,BOX,1,0,1000_20240515155036_BOX_1_0_211_gum.png,211
170,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155045_BOX_1_0_215_gum.png,1000_20240515155045_BOX_1_0_215_gum.png,gum,2196,2564,2241,2532,1000,20240515155045,BOX,1,0,1000_20240515155045_BOX_1_0_215_gum.png,215
171,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155054_BOX_1_0_217_gum.png,1000_20240515155054_BOX_1_0_217_gum.png,gum,2309,2516,2225,2435,1000,20240515155054,BOX,1,0,1000_20240515155054_BOX_1_0_217_gum.png,217
172,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155102_BOX_1_0_210_blue_tape.png,1000_20240515155102_BOX_1_0_210_blue_tape.png,blue_tape,0,309,890,1111,1000,20240515155102,BOX,1,0,1000_20240515155102_BOX_1_0_210_blue_tape.png,210
173,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155115_BOX_1_0_217_blue_tape.png,1000_20240515155115_BOX_1_0_217_blue_tape.png,blue_tape,250,560,992,1214,1000,20240515155115,BOX,1,0,1000_20240515155115_BOX_1_0_217_blue_tape.png,217
174,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155123_BOX_1_0_227_blue_tape.png,1000_20240515155123_BOX_1_0_227_blue_tape.png,blue_tape,700,1010,1079,1301,1000,20240515155123,BOX,1,0,1000_20240515155123_BOX_1_0_227_blue_tape.png,227
175,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155132_BOX_1_0_236_blue_tape.png,1000_20240515155132_BOX_1_0_236_blue_tape.png,blue_tape,1146,1456,1094,1316,1000,20240515155132,BOX,1,0,1000_20240515155132_BOX_1_0_236_blue_tape.png,236
176,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155140_BOX_1_0_244_blue_tape.png,1000_20240515155140_BOX_1_0_244_blue_tape.png,blue_tape,1468,1778,1059,1280,1000,20240515155140,BOX,1,0,1000_20240515155140_BOX_1_0_244_blue_tape.png,244
177,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155150_BOX_1_0_1_blue_tape.png,1000_20240515155150_BOX_1_0_1_blue_tape.png,blue_tape,145,481,1401,1664,1000,20240515155150,BOX,1,0,1000_20240515155150_BOX_1_0_1_blue_tape.png,1
178,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155158_BOX_1_0_2_blue_tape.png,1000_20240515155158_BOX_1_0_2_blue_tape.png,blue_tape,309,644,951,1214,1000,20240515155158,BOX,1,0,1000_20240515155158_BOX_1_0_2_blue_tape.png,2
179,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155207_BOX_1_0_3_blue_tape.png,1000_20240515155207_BOX_1_0_3_blue_tape.png,blue_tape,391,726,716,978,1000,20240515155207,BOX,1,0,1000_20240515155207_BOX_1_0_3_blue_tape.png,3
180,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515155216_BOX_1_0_4_blue_tape.png,1000_20240515155216_BOX_1_0_4_blue_tape.png,blue_tape,432,767,670,804,1000,20240515155216,BOX,1,0,1000_20240515155216_BOX_1_0_4_blue_tape.png,4
